engine_size,horsepower,weight,fuel_consumption,age,doors,brand,fuel_type,country,dealer_id,price
1.7000000000000006,120.0,824,7.9,7,5,Opel,hybrid,Italy,101.0,10153
1.3000000000000003,78.0,648,6.8,11,5,Toyota,hybrid,Japan,101.0,3654
1.0,76.0,481,6.0,12,5,Audi,diesel,Japan,101.0,2762
2.300000000000001,158.0,1153,9.1,7,5,Kia,diesel,Spain,101.0,12749
2.000000000000001,150.0,976,8.0,15,5,Volkswagen,diesel,Germany,101.0,7994
2.000000000000001,146.0,963,8.0,2,5,Mercedes,hybrid,Czech Republic,101.0,14056
1.8000000000000007,133.0,895,8.0,5,3,Ford,hybrid,Italy,101.0,11086
1.4000000000000004,103.0,701,6.9,13,5,Ford,hybrid,South Korea,101.0,6063
1.0,71.0,455,6.3,4,5,Peugeot,gasoline,Sweden,101.0,6468
2.200000000000001,154.0,1056,8.8,4,5,Fiat,hybrid,Italy,101.0,15229
2.6000000000000014,182.0,1302,9.6,4,3,Skoda,gasoline,Germany,101.0,17767
1.9000000000000008,128.0,918,8.2,4,3,Mercedes,gasoline,Spain,101.0,11676
3.200000000000002,222.0,1584,10.5,15,5,Audi,diesel,Sweden,101.0,16454
2.7000000000000015,195.0,1328,9.6,15,3,Mercedes,gasoline,South Korea,101.0,12946
2.4000000000000012,161.0,1219,9.1,10,5,BMW,hybrid,South Korea,101.0,12875
2.9000000000000017,215.0,1471,9.8,4,3,Hyundai,hybrid,Japan,101.0,19613
2.000000000000001,128.0,964,8.5,11,3,Kia,hybrid,South Korea,101.0,8840
2.300000000000001,161.0,1125,8.7,12,5,BMW,gasoline,Czech Republic,101.0,11885
3.0000000000000018,220.0,1462,10.2,9,5,Volvo,diesel,Germany,101.0,18642
1.1,80.0,571,6.6,4,5,Audi,gasoline,Germany,101.0,7073
3.200000000000002,211.0,1583,10.8,12,3,Audi,diesel,France,101.0,16849
2.4000000000000012,,1188,9.3,11,5,Kia,diesel,Sweden,101.0,14284
1.8000000000000007,125.0,946,7.7,14,5,Volvo,diesel,Spain,101.0,7249
1.2000000000000002,97.0,600,6.5,1,5,Ford,hybrid,Japan,101.0,11332
2.100000000000001,136.0,1070,8.3,4,5,Mercedes,diesel,Sweden,101.0,12801
1.3000000000000003,89.0,679,6.8,9,5,Kia,diesel,Spain,101.0,5936
1.2000000000000002,77.0,586,6.8,13,5,Ford,diesel,Czech Republic,101.0,2698
2.000000000000001,135.0,989,8.1,10,5,Ford,hybrid,Germany,101.0,9392
2.4000000000000012,164.0,1188,8.9,1,5,BMW,diesel,South Korea,101.0,17748
3.0000000000000018,216.0,1518,10.1,2,5,Audi,diesel,Sweden,101.0,21417
3.500000000000002,230.0,1743,11.2,14,5,Ford,gasoline,Spain,101.0,15911
2.000000000000001,133.0,984,8.1,11,5,Volkswagen,hybrid,South Korea,101.0,9952
2.7000000000000015,176.0,1396,9.4,6,3,Kia,diesel,South Korea,101.0,15953
3.500000000000002,259.0,1769,11.5,9,5,Kia,diesel,Germany,101.0,22635
2.200000000000001,165.0,1142,8.8,15,5,Opel,gasoline,France,101.0,9714
1.0,69.0,537,6.1,5,5,Peugeot,hybrid,South Korea,101.0,5923
1.1,75.0,551,6.7,2,5,Skoda,gasoline,Czech Republic,101.0,9086
3.100000000000002,211.0,1591,10.4,6,3,Audi,gasoline,South Korea,101.0,18981
3.400000000000002,250.0,1737,11.1,12,3,Hyundai,hybrid,Germany,101.0,19670
3.300000000000002,222.0,1656,10.7,8,3,Volvo,gasoline,Japan,101.0,18924
1.8000000000000007,139.0,889,7.8,5,5,Renault,hybrid,Italy,101.0,12991
1.5000000000000004,93.0,726,7.1,10,5,Kia,hybrid,Czech Republic,101.0,5080
3.300000000000002,235.0,1692,11.1,12,5,Toyota,diesel,Spain,101.0,18971
2.300000000000001,172.0,1149,9.0,10,3,Ford,hybrid,Czech Republic,101.0,13959
2.000000000000001,153.0,952,8.2,13,5,Fiat,diesel,Germany,101.0,9609
3.400000000000002,241.0,1745,11.2,13,3,Kia,hybrid,Spain,101.0,17601
1.8000000000000007,123.0,864,7.9,12,5,Skoda,hybrid,Italy,101.0,7469
3.100000000000002,220.0,1583,10.6,13,5,Volvo,gasoline,Spain,101.0,16791
1.8000000000000007,122.0,866,7.6,0,3,Mercedes,gasoline,Japan,101.0,13129
3.400000000000002,251.0,1694,10.9,7,3,Kia,diesel,Japan,101.0,22277
3.0000000000000018,213.0,1480,10.4,6,5,Opel,diesel,South Korea,101.0,19239
1.2000000000000002,76.0,586,6.6,0,3,Ford,gasoline,Germany,101.0,9095
3.300000000000002,244.0,1646,10.8,1,5,BMW,diesel,Japan,101.0,25254
3.300000000000002,230.0,1667,10.8,2,5,Seat,diesel,Japan,101.0,23082
1.1,68.0,506,6.3,13,5,Volvo,hybrid,Germany,101.0,1931
2.6000000000000014,,1346,9.2,9,3,Peugeot,hybrid,Spain,101.0,15232
1.7000000000000006,109.0,877,7.8,5,5,Ford,diesel,Spain,101.0,9985
2.7000000000000015,177.0,1302,9.7,5,3,Skoda,hybrid,Spain,101.0,16149
3.400000000000002,251.0,1732,11.2,15,3,Ford,gasoline,Italy,101.0,17745
1.8000000000000007,134.0,929,8.1,2,3,Ford,hybrid,France,101.0,12618
1.8000000000000007,126.0,856,7.6,1,3,Kia,hybrid,Japan,101.0,12818
3.300000000000002,238.0,1653,10.8,3,3,Mercedes,diesel,Italy,101.0,22834
2.7000000000000015,197.0,1388,9.8,15,3,Peugeot,diesel,Germany,101.0,13440
1.8000000000000007,113.0,874,7.7,13,3,Seat,hybrid,Czech Republic,101.0,6366
2.7000000000000015,175.0,1390,9.4,5,3,Ford,gasoline,Czech Republic,101.0,15494
1.8000000000000007,120.0,893,8.0,10,3,Seat,diesel,Spain,101.0,8210
1.5000000000000004,101.0,712,,2,3,Mercedes,diesel,Germany,101.0,11078
3.0000000000000018,221.0,1457,10.4,9,3,Peugeot,hybrid,Spain,101.0,18652
1.6000000000000005,112.0,800,7.5,8,3,Peugeot,hybrid,Sweden,101.0,7791
1.6000000000000005,97.0,827,7.5,5,3,Mercedes,hybrid,Japan,101.0,9136
2.7000000000000015,200.0,1389,9.4,12,3,Volkswagen,gasoline,Czech Republic,101.0,15145
2.9000000000000017,192.0,1408,10.0,3,5,Ford,hybrid,Germany,101.0,18123
1.8000000000000007,120.0,926,7.7,14,3,Kia,hybrid,France,101.0,6962
1.0,61.0,460,6.5,14,3,Peugeot,diesel,Japan,101.0,90
3.500000000000002,244.0,1760,11.4,7,5,Peugeot,diesel,Spain,101.0,20707
1.5000000000000004,115.0,769,7.2,2,5,Hyundai,gasoline,Sweden,101.0,12606
2.200000000000001,152.0,1091,8.7,1,3,Renault,hybrid,Germany,101.0,15068
1.2000000000000002,96.0,575,6.5,1,3,Ford,diesel,France,101.0,9431
1.9000000000000008,143.0,992,8.2,0,5,Renault,hybrid,Japan,101.0,16123
3.0000000000000018,196.0,1520,10.0,2,3,BMW,gasoline,Germany,101.0,19309
1.3000000000000003,78.0,625,6.6,10,5,Kia,diesel,Spain,101.0,3626
2.100000000000001,140.0,1063,8.4,9,5,Mercedes,gasoline,France,101.0,11485
2.100000000000001,155.0,1015,8.3,2,3,Renault,gasoline,Sweden,101.0,14855
2.8000000000000016,198.0,1352,10.0,5,5,Toyota,diesel,Italy,101.0,19135
1.7000000000000006,121.0,823,7.5,3,3,Toyota,diesel,France,101.0,11239
1.8000000000000007,122.0,926,7.8,14,5,Volkswagen,diesel,Japan,101.0,7477
3.300000000000002,242.0,1610,10.6,12,3,Kia,diesel,Sweden,101.0,19401
1.3000000000000003,91.0,631,7.0,15,3,Peugeot,diesel,France,101.0,2995
2.8000000000000016,193.0,1367,9.7,9,3,Renault,hybrid,Spain,101.0,15231
2.300000000000001,161.0,1117,9.0,13,5,Fiat,diesel,Italy,101.0,10063
2.8000000000000016,193.0,1445,9.7,10,5,Fiat,diesel,Japan,101.0,15948
2.9000000000000017,190.0,1438,10.2,2,5,Ford,gasoline,Czech Republic,101.0,19125
3.200000000000002,238.0,1623,10.7,6,5,Hyundai,gasoline,Czech Republic,101.0,21368
2.300000000000001,154.0,1110,9.0,7,3,Volkswagen,hybrid,Germany,101.0,13513
1.2000000000000002,80.0,616,6.9,12,5,BMW,diesel,Czech Republic,101.0,2934
3.300000000000002,220.0,1685,10.8,11,3,Skoda,hybrid,Spain,101.0,17554
2.6000000000000014,,1279,9.5,2,5,Volvo,hybrid,Sweden,101.0,18084
3.100000000000002,226.0,1585,10.6,4,3,Kia,hybrid,Sweden,101.0,20520
1.3000000000000003,99.0,676,7.0,2,5,Renault,hybrid,Germany,101.0,11160
1.1,87.0,576,6.6,2,3,Volvo,hybrid,South Korea,101.0,8544
1.7000000000000006,,809,7.6,8,3,Volkswagen,diesel,Japan,101.0,8059
3.200000000000002,210.0,1605,10.6,6,3,BMW,hybrid,South Korea,101.0,19102
2.6000000000000014,181.0,1254,9.5,15,3,Ford,diesel,Germany,101.0,11228
3.400000000000002,246.0,1651,11.0,7,5,Volvo,diesel,Czech Republic,101.0,22161
2.300000000000001,160.0,1140,8.9,15,3,Mercedes,diesel,Germany,101.0,8628
2.6000000000000014,193.0,1264,9.2,14,5,Seat,hybrid,Germany,101.0,12563
1.5000000000000004,91.0,705,7.4,1,5,Skoda,hybrid,Czech Republic,101.0,9837
3.400000000000002,230.0,1690,,1,5,Mercedes,gasoline,France,101.0,22370
3.500000000000002,256.0,1795,11.3,2,5,Ford,gasoline,France,101.0,25709
3.100000000000002,216.0,1588,10.5,5,3,Ford,gasoline,Spain,101.0,20827
2.5000000000000013,182.0,1213,9.2,14,5,Volvo,gasoline,Italy,101.0,12330
1.2000000000000002,98.0,636,6.8,5,3,Audi,diesel,Italy,101.0,8873
1.9000000000000008,143.0,974,8.2,1,3,Fiat,hybrid,Czech Republic,101.0,14961
2.4000000000000012,155.0,1200,9.0,4,3,Hyundai,hybrid,France,101.0,15766
3.100000000000002,203.0,1525,10.6,15,5,Fiat,diesel,Japan,101.0,12841
3.0000000000000018,199.0,1467,10.2,9,3,Fiat,hybrid,Czech Republic,101.0,16901
2.5000000000000013,177.0,1266,9.4,8,5,Fiat,hybrid,South Korea,101.0,14688
1.2000000000000002,91.0,561,6.5,12,5,Kia,diesel,Czech Republic,101.0,5053
2.5000000000000013,175.0,1257,9.3,12,5,Volvo,diesel,Spain,101.0,13183
3.300000000000002,227.0,1681,10.9,6,5,Peugeot,hybrid,South Korea,101.0,21287
2.5000000000000013,177.0,1260,9.1,2,5,Skoda,gasoline,Italy,101.0,17656
2.8000000000000016,209.0,1431,9.9,4,5,Ford,gasoline,Japan,101.0,19618
1.4000000000000004,101.0,693,7.0,11,5,Skoda,diesel,France,101.0,6572
2.8000000000000016,182.0,1441,10.1,0,5,BMW,diesel,Italy,101.0,18773
3.500000000000002,244.0,1795,11.2,6,5,Renault,gasoline,Italy,101.0,22823
1.2000000000000002,93.0,589,6.9,11,5,Peugeot,diesel,South Korea,101.0,4784
3.300000000000002,220.0,1608,10.6,5,3,Audi,hybrid,Czech Republic,101.0,21333
1.2000000000000002,70.0,631,6.4,2,5,Hyundai,diesel,South Korea,101.0,7146
1.0,61.0,523,6.0,11,3,Volvo,gasoline,Czech Republic,101.0,3333
3.400000000000002,238.0,1668,11.2,15,5,Peugeot,hybrid,Germany,101.0,17740
2.300000000000001,169.0,1191,8.8,2,3,Volvo,gasoline,Japan,101.0,16431
1.1,73.0,522,6.6,0,3,Kia,hybrid,Sweden,101.0,9467
3.300000000000002,224.0,1688,11.1,14,3,Volvo,diesel,Japan,101.0,16948
1.5000000000000004,111.0,791,7.1,10,5,Volkswagen,hybrid,Germany,101.0,6500
3.400000000000002,242.0,1655,,2,3,BMW,gasoline,Czech Republic,101.0,23934
3.400000000000002,248.0,1660,10.9,9,5,Peugeot,diesel,Sweden,101.0,21637
1.6000000000000005,101.0,758,7.3,0,5,Mercedes,hybrid,Spain,101.0,10917
3.500000000000002,241.0,1710,11.3,10,3,Kia,hybrid,France,101.0,19587
3.400000000000002,234.0,1707,11.1,15,3,Peugeot,diesel,France,101.0,16424
2.000000000000001,153.0,1047,8.3,9,3,Volkswagen,hybrid,Sweden,101.0,11436
2.4000000000000012,167.0,1236,9.2,6,5,Skoda,gasoline,Germany,101.0,14639
2.200000000000001,165.0,1094,8.5,12,5,Opel,hybrid,Czech Republic,101.0,10400
2.4000000000000012,174.0,1180,8.8,12,5,Renault,gasoline,Spain,101.0,12835
2.7000000000000015,,1372,,6,3,Skoda,gasoline,Spain,101.0,17465
1.6000000000000005,124.0,767,7.3,4,3,Seat,diesel,Spain,101.0,11703
2.100000000000001,157.0,1025,8.4,5,3,Seat,hybrid,Spain,101.0,14565
2.200000000000001,166.0,1132,8.9,9,3,Ford,diesel,Japan,101.0,12266
1.8000000000000007,129.0,874,7.7,5,5,Volvo,gasoline,France,101.0,11724
3.500000000000002,253.0,1777,11.1,15,3,Audi,diesel,France,101.0,18900
2.8000000000000016,198.0,1358,9.6,13,3,Kia,diesel,Japan,101.0,15096
1.5000000000000004,104.0,798,7.3,8,5,Opel,diesel,Sweden,101.0,8801
2.8000000000000016,207.0,1379,9.9,2,5,Volkswagen,gasoline,Czech Republic,101.0,20276
3.200000000000002,216.0,1576,10.6,11,3,BMW,diesel,Japan,101.0,16771
2.4000000000000012,174.0,1202,9.1,8,3,Opel,gasoline,South Korea,101.0,14883
3.0000000000000018,218.0,1450,10.5,2,3,Seat,hybrid,Spain,101.0,22180
2.9000000000000017,197.0,1480,10.1,6,3,Kia,diesel,Sweden,101.0,18530
2.7000000000000015,186.0,1319,9.5,14,5,BMW,hybrid,Italy,101.0,12431
2.8000000000000016,192.0,1375,9.7,15,5,Fiat,diesel,Spain,101.0,12855
1.7000000000000006,106.0,889,7.5,13,5,Seat,gasoline,Czech Republic,101.0,5978
2.5000000000000013,184.0,1224,9.0,5,3,Skoda,hybrid,Sweden,101.0,16800
1.8000000000000007,115.0,864,8.1,13,5,Hyundai,hybrid,Sweden,101.0,6942
1.2000000000000002,90.0,559,6.7,14,5,Peugeot,gasoline,France,101.0,2476
1.8000000000000007,133.0,862,,15,3,Volkswagen,hybrid,Spain,101.0,5972
3.500000000000002,247.0,1761,11.2,3,5,Renault,gasoline,France,101.0,23871
3.100000000000002,229.0,1572,10.3,6,5,BMW,gasoline,Italy,101.0,21079
2.5000000000000013,164.0,1243,9.4,4,3,Audi,diesel,South Korea,101.0,15006
3.300000000000002,227.0,1610,10.8,13,3,Peugeot,diesel,Spain,101.0,17737
1.4000000000000004,96.0,734,7.2,3,5,Volvo,gasoline,Czech Republic,101.0,8630
3.400000000000002,225.0,1728,11.1,0,5,Opel,hybrid,South Korea,101.0,22918
3.300000000000002,231.0,1617,10.9,4,5,Renault,gasoline,Czech Republic,101.0,21601
1.6000000000000005,120.0,760,7.5,6,3,Toyota,diesel,France,101.0,11134
1.7000000000000006,130.0,819,7.6,0,5,Seat,hybrid,Italy,101.0,13212
3.0000000000000018,222.0,1536,10.2,7,3,Hyundai,hybrid,Italy,101.0,18441
2.5000000000000013,177.0,1244,9.4,3,5,Audi,gasoline,South Korea,101.0,16745
1.1,90.0,548,,0,5,Renault,gasoline,South Korea,101.0,10966
2.6000000000000014,,1330,9.6,8,3,Mercedes,diesel,Czech Republic,101.0,15415
1.8000000000000007,117.0,914,8.0,13,5,Hyundai,diesel,France,101.0,6842
1.4000000000000004,85.0,682,,13,3,Fiat,hybrid,Sweden,101.0,3336
3.300000000000002,231.0,1606,10.7,5,5,Volkswagen,gasoline,Spain,101.0,21318
2.4000000000000012,163.0,1156,8.9,1,3,Volvo,hybrid,Japan,101.0,17060
1.1,70.0,513,6.5,12,3,BMW,hybrid,Germany,101.0,2634
1.9000000000000008,142.0,969,7.9,11,5,Renault,hybrid,France,101.0,10087
1.0,82.0,457,6.2,3,3,Fiat,hybrid,France,101.0,7709
1.5000000000000004,115.0,747,7.4,1,3,Volvo,hybrid,Germany,101.0,12959
1.5000000000000004,118.0,750,7.3,12,3,Fiat,hybrid,Japan,101.0,7294
1.0,78.0,482,6.5,15,3,Seat,gasoline,South Korea,101.0,1883
3.300000000000002,238.0,1674,11.1,11,3,Fiat,diesel,Sweden,101.0,18955
3.100000000000002,204.0,1531,10.4,9,3,Peugeot,diesel,Japan,101.0,16056
2.8000000000000016,202.0,1405,9.8,15,5,Seat,gasoline,France,101.0,13130
2.100000000000001,157.0,1003,8.6,2,5,Opel,hybrid,Italy,101.0,16385
1.2000000000000002,76.0,643,6.8,11,3,Renault,gasoline,Czech Republic,101.0,3316
2.100000000000001,133.0,1054,8.6,15,5,Fiat,gasoline,Sweden,101.0,8032
3.100000000000002,202.0,1587,10.7,13,5,Ford,gasoline,Japan,101.0,14626
1.7000000000000006,106.0,847,7.8,6,5,Toyota,diesel,Czech Republic,101.0,10125
2.300000000000001,152.0,1193,8.8,13,3,Peugeot,gasoline,Germany,101.0,10396
3.0000000000000018,217.0,1511,10.3,15,5,Audi,diesel,South Korea,101.0,14772
3.0000000000000018,223.0,1457,10.4,5,3,Volkswagen,gasoline,Japan,101.0,20904
3.500000000000002,257.0,1772,11.1,5,3,Hyundai,hybrid,Spain,101.0,24328
3.300000000000002,239.0,1604,10.8,11,3,Kia,hybrid,Germany,101.0,18894
2.8000000000000016,198.0,1421,9.7,8,5,Toyota,hybrid,Japan,101.0,17149
1.7000000000000006,,889,7.7,14,3,Ford,diesel,Italy,101.0,7598
3.400000000000002,230.0,1732,11.2,10,3,Fiat,diesel,Japan,101.0,19514
2.6000000000000014,193.0,1316,9.5,12,5,Seat,gasoline,France,101.0,13164
1.5000000000000004,113.0,716,7.4,6,5,Toyota,hybrid,Germany,101.0,10048
1.1,77.0,598,,2,3,Toyota,gasoline,Japan,101.0,7426
3.100000000000002,215.0,1549,10.6,10,5,Kia,hybrid,France,101.0,16689
1.4000000000000004,89.0,660,7.2,5,3,Skoda,diesel,Czech Republic,101.0,8732
1.3000000000000003,94.0,638,6.6,6,3,Ford,hybrid,Spain,101.0,7785
2.9000000000000017,195.0,1456,9.9,15,5,Opel,gasoline,Czech Republic,101.0,13550
3.500000000000002,246.0,1766,11.4,12,3,Volkswagen,diesel,Germany,101.0,18329
1.1,62.0,582,6.2,5,3,Audi,diesel,Czech Republic,101.0,6521
1.0,73.0,502,6.3,15,3,Fiat,gasoline,France,101.0,1722
3.200000000000002,225.0,1643,10.6,6,3,Ford,hybrid,Germany,101.0,20601
1.5000000000000004,92.0,771,7.4,13,5,Skoda,gasoline,South Korea,101.0,3969
3.500000000000002,232.0,1726,,12,5,Ford,hybrid,Spain,101.0,18131
2.8000000000000016,206.0,1434,10.1,4,5,Opel,hybrid,Sweden,101.0,19984
3.500000000000002,230.0,1729,11.4,12,5,BMW,diesel,France,101.0,17672
3.0000000000000018,216.0,1538,10.4,13,5,Ford,gasoline,Italy,101.0,15062
1.7000000000000006,114.0,885,7.8,1,5,Opel,gasoline,Sweden,101.0,12484
2.300000000000001,150.0,1171,8.8,11,3,Skoda,hybrid,Italy,101.0,11615
3.0000000000000018,216.0,1520,10.4,9,3,Renault,gasoline,Czech Republic,101.0,16885
2.300000000000001,,1172,9.1,9,5,Volkswagen,gasoline,Germany,101.0,13246
3.0000000000000018,220.0,1503,10.2,14,5,Ford,hybrid,Italy,101.0,16241
2.000000000000001,140.0,1045,8.3,0,3,Fiat,diesel,France,101.0,15370
3.400000000000002,244.0,1717,11.0,8,5,Audi,gasoline,Spain,101.0,20998
3.100000000000002,220.0,1543,10.5,12,5,Opel,gasoline,Italy,101.0,16254
3.0000000000000018,195.0,1461,10.4,6,5,Peugeot,hybrid,Spain,101.0,17245
2.300000000000001,152.0,1138,9.0,12,5,Seat,hybrid,Italy,101.0,9861
2.5000000000000013,167.0,1210,9.0,8,3,Hyundai,gasoline,Japan,101.0,13705
2.4000000000000012,157.0,1226,9.1,5,3,Hyundai,gasoline,France,101.0,15184
2.200000000000001,140.0,1098,8.4,14,5,Ford,hybrid,Japan,101.0,9189
3.400000000000002,240.0,1705,10.9,12,3,Peugeot,diesel,Japan,101.0,18314
1.0,77.0,473,6.0,0,5,Volvo,hybrid,Czech Republic,101.0,8944
1.7000000000000006,114.0,818,7.8,5,5,Ford,gasoline,Sweden,101.0,10006
1.4000000000000004,86.0,694,7.1,12,5,Seat,gasoline,Czech Republic,101.0,3517
1.0,69.0,533,6.3,13,3,Kia,gasoline,Spain,101.0,1249
2.200000000000001,163.0,1147,8.6,11,5,Skoda,hybrid,Spain,101.0,11294
3.300000000000002,226.0,1659,11.1,8,5,Volvo,diesel,Czech Republic,101.0,19992
3.400000000000002,246.0,1664,11.0,0,3,Kia,gasoline,Spain,101.0,24805
2.4000000000000012,166.0,1209,9.1,6,5,Skoda,diesel,France,101.0,14086
2.300000000000001,166.0,1150,8.8,10,5,Opel,diesel,Italy,101.0,12288
2.4000000000000012,161.0,1244,9.1,10,5,Ford,hybrid,Spain,101.0,12931
3.100000000000002,214.0,1535,10.4,15,5,Renault,hybrid,Japan,101.0,15313
2.4000000000000012,160.0,1200,9.0,8,3,Volkswagen,hybrid,Japan,101.0,13474
3.100000000000002,217.0,1558,10.3,0,3,Volvo,diesel,Italy,101.0,23014
1.0,56.0,486,6.4,5,3,Mercedes,hybrid,Italy,101.0,4104
3.0000000000000018,212.0,1482,10.3,6,3,Peugeot,gasoline,Italy,101.0,19641
3.0000000000000018,209.0,1542,10.2,2,5,Mercedes,diesel,Czech Republic,101.0,21054
3.400000000000002,,1724,10.9,3,5,Seat,gasoline,Czech Republic,101.0,24837
1.3000000000000003,78.0,651,6.8,8,5,Skoda,diesel,Czech Republic,101.0,4791
2.9000000000000017,209.0,1484,9.9,2,5,Volkswagen,hybrid,Czech Republic,101.0,19901
2.300000000000001,157.0,1187,9.1,11,3,Volvo,gasoline,Germany,101.0,11720
2.7000000000000015,193.0,1304,9.7,1,3,Ford,hybrid,Germany,101.0,18831
1.9000000000000008,134.0,946,8.1,14,5,Kia,diesel,Germany,101.0,7552
3.200000000000002,210.0,1587,10.8,12,5,Opel,gasoline,France,101.0,15821
3.100000000000002,227.0,1579,10.4,5,3,Hyundai,diesel,Italy,101.0,21384
3.400000000000002,230.0,1675,11.0,10,5,Skoda,hybrid,Germany,101.0,17808
3.500000000000002,236.0,1731,11.4,13,3,Skoda,diesel,Spain,101.0,17896
2.7000000000000015,184.0,1379,9.7,1,5,BMW,gasoline,Germany,101.0,19045
2.5000000000000013,162.0,1257,9.3,10,5,Opel,diesel,Sweden,101.0,12126
3.300000000000002,,1636,,15,3,Ford,gasoline,Italy,101.0,16972
1.8000000000000007,127.0,901,7.9,6,3,Volkswagen,diesel,Spain,101.0,11347
2.100000000000001,135.0,1090,8.5,11,3,Fiat,gasoline,Czech Republic,101.0,8746
1.1,89.0,593,6.6,1,3,Volkswagen,gasoline,Germany,101.0,8758
2.9000000000000017,204.0,1410,10.2,8,3,Fiat,gasoline,Japan,101.0,17867
2.8000000000000016,204.0,1368,9.8,1,5,Kia,hybrid,South Korea,101.0,21091
3.500000000000002,256.0,1798,11.3,0,5,Volkswagen,diesel,Spain,101.0,25658
2.6000000000000014,192.0,1289,9.7,2,3,Volkswagen,diesel,Sweden,101.0,19674
1.8000000000000007,120.0,889,7.6,3,5,Mercedes,hybrid,Czech Republic,101.0,11858
1.9000000000000008,144.0,987,7.9,3,5,Opel,diesel,South Korea,101.0,13166
2.100000000000001,145.0,1083,8.5,0,5,Skoda,diesel,Spain,101.0,16384
3.400000000000002,237.0,1744,11.0,7,5,Mercedes,gasoline,South Korea,101.0,21061
3.400000000000002,234.0,1742,11.2,15,3,BMW,diesel,Italy,101.0,15816
1.2000000000000002,70.0,552,6.7,13,5,Peugeot,diesel,Spain,101.0,1511
1.6000000000000005,106.0,754,7.6,0,3,Kia,gasoline,Italy,101.0,12254
2.5000000000000013,174.0,1204,9.4,15,3,Hyundai,gasoline,Czech Republic,101.0,10943
2.4000000000000012,158.0,1216,9.3,3,3,Peugeot,hybrid,Sweden,101.0,15257
1.9000000000000008,135.0,952,8.1,11,5,Kia,diesel,Sweden,101.0,9625
1.1,78.0,541,6.6,8,5,Hyundai,hybrid,Germany,101.0,5723
3.400000000000002,232.0,1652,11.1,10,5,Audi,hybrid,Japan,101.0,18542
1.7000000000000006,125.0,863,7.7,12,3,Peugeot,diesel,France,101.0,7706
2.9000000000000017,217.0,1442,10.3,10,3,Opel,gasoline,Czech Republic,101.0,17645
1.3000000000000003,102.0,691,6.9,2,5,Renault,gasoline,Italy,101.0,9642
1.7000000000000006,132.0,849,7.6,15,5,Hyundai,hybrid,Italy,101.0,6757
3.200000000000002,213.0,1571,10.6,3,5,Peugeot,hybrid,Japan,101.0,20527
3.400000000000002,248.0,1655,10.8,8,5,Renault,hybrid,Italy,101.0,21066
2.100000000000001,146.0,1070,8.5,0,3,Kia,diesel,South Korea,101.0,16714
3.100000000000002,203.0,1595,10.2,11,5,Peugeot,diesel,France,101.0,16219
2.7000000000000015,200.0,1316,9.8,12,3,Ford,gasoline,Czech Republic,101.0,14152
2.6000000000000014,186.0,1330,9.2,6,5,Mercedes,gasoline,Spain,101.0,16243
2.100000000000001,139.0,1050,8.6,0,5,Seat,hybrid,Germany,101.0,15246
1.6000000000000005,97.0,755,7.4,14,3,Seat,hybrid,Japan,101.0,5020
2.300000000000001,171.0,1136,8.8,9,3,Fiat,diesel,Germany,101.0,14110
1.5000000000000004,114.0,777,7.4,12,5,Toyota,diesel,Italy,101.0,6136
3.100000000000002,227.0,1586,10.6,10,3,Toyota,diesel,South Korea,101.0,18829
2.5000000000000013,,1271,9.1,6,3,Fiat,hybrid,Spain,101.0,14992
1.5000000000000004,90.0,776,7.3,11,3,Ford,hybrid,Sweden,101.0,5431
1.7000000000000006,120.0,830,7.7,9,3,Volvo,hybrid,Czech Republic,101.0,8825
1.9000000000000008,144.0,905,8.3,3,3,Mercedes,hybrid,Italy,101.0,14881
2.100000000000001,159.0,1040,8.3,15,5,Volkswagen,gasoline,Czech Republic,101.0,8737
3.500000000000002,248.0,1710,11.4,13,5,Skoda,gasoline,Italy,101.0,19835
2.000000000000001,128.0,980,,0,5,Ford,diesel,Spain,101.0,14340
2.7000000000000015,183.0,1379,9.8,12,5,Fiat,gasoline,Sweden,101.0,14281
2.6000000000000014,186.0,1263,9.7,5,3,Skoda,hybrid,France,101.0,17191
2.8000000000000016,182.0,1394,9.7,1,5,BMW,gasoline,France,101.0,18514
1.9000000000000008,138.0,939,8.2,10,3,Audi,hybrid,Sweden,101.0,10535
2.8000000000000016,189.0,1422,9.6,7,3,Seat,diesel,Sweden,101.0,15905
1.9000000000000008,140.0,928,7.9,2,5,Ford,gasoline,France,101.0,13186
2.300000000000001,146.0,1197,8.9,1,3,BMW,gasoline,France,101.0,15142
2.8000000000000016,205.0,1384,9.8,12,5,Opel,hybrid,South Korea,101.0,15212
3.100000000000002,221.0,1558,10.6,4,3,Peugeot,hybrid,Japan,101.0,20051
2.000000000000001,128.0,999,8.1,14,5,Hyundai,hybrid,South Korea,101.0,7355
1.3000000000000003,88.0,611,6.9,12,5,Ford,diesel,Japan,101.0,5216
3.300000000000002,239.0,1608,10.7,10,3,Kia,hybrid,Germany,101.0,20165
1.4000000000000004,88.0,715,6.8,11,5,Kia,hybrid,Sweden,101.0,5757
2.6000000000000014,192.0,1273,9.3,14,3,Kia,hybrid,Italy,101.0,12095
2.6000000000000014,167.0,1288,9.6,4,3,Audi,diesel,Japan,101.0,16721
3.500000000000002,243.0,1719,,3,5,BMW,diesel,Italy,101.0,23794
1.3000000000000003,87.0,647,6.8,13,5,Fiat,diesel,Italy,101.0,3584
1.1,74.0,555,6.5,10,5,Skoda,diesel,Italy,101.0,3084
